Age,Tenure_Years,Account_Balance_LKR,District,CRIB_Status,Recent_Loan_Rejected,Digital_Banking_User,Churn
38,1,24547.0,Gampaha,Clean,0,1,0
26,0,151014.0,Gampaha,Clean,0,0,0
51,3,99042.0,Kalutara,Clean,0,0,0
24,0,251818.0,Matale,Clean,0,1,0
29,0,163368.0,Colombo,Clean,0,1,0
21,12,0.0,Anuradhapura,Defaulted,1,1,1
42,4,141446.0,Matara,Clean,0,1,0
18,0,0.0,Kalutara,Clean,0,0,1
42,3,143894.0,Gampaha,Clean,0,1,0
47,2,8902.0,Kurunegala,Clean,0,0,0
34,1,323556.0,Kandy,Clean,0,0,0
18,2,1423361.0,Kalutara,Clean,0,1,0
34,10,64706.0,Kurunegala,Clean,0,1,0
34,1,177797.0,Kandy,Clean,0,0,0
18,1,10556.0,Moneragala,Clean,1,0,1
58,1,62460.0,Kalutara,Clean,0,1,0
38,6,18292.0,Kalutara,Clean,0,1,0
28,0,0.0,Colombo,Clean,0,1,0
38,10,246502.0,Puttalam,Clean,0,0,0
42,2,27425.0,Kalutara,Clean,0,1,0
23,5,201571.0,Matara,Clean,0,1,0
36,10,37802.0,Badulla,Defaulted,1,0,1
25,8,0.0,Kurunegala,Defaulted,0,1,0
52,4,0.0,Ratnapura,Clean,0,1,0
33,6,45881.0,Badulla,Defaulted,1,0,1
42,0,13932.0,Badulla,Clean,0,1,1
46,13,28451.0,Kurunegala,Clean,1,0,0
42,2,193069.0,Galle,Clean,0,1,0
46,1,82362.0,Kandy,Clean,0,1,0
38,2,386521.0,Puttalam,Defaulted,0,0,1
54,0,62359.0,Nuwara Eliya,Defaulted,0,1,0
32,1,37004.0,Kegalle,Clean,0,1,0
37,5,19491.0,Matara,Clean,0,0,0
18,8,0.0,Gampaha,Clean,0,0,0
64,3,31729.0,Kandy,Clean,1,0,0
36,4,0.0,Kurunegala,Clean,0,0,0
59,1,82933.0,Batticaloa,Clean,0,1,0
42,8,113855.0,Hambantota,Defaulted,1,0,1
53,6,43272.0,Colombo,Clean,0,1,0
39,4,113959.0,Kalutara,Defaulted,0,0,1
55,1,0.0,Mannar,Defaulted,1,0,1
36,0,487540.0,Colombo,Clean,1,1,0
40,4,368855.0,Kandy,Clean,0,0,0
53,1,267523.0,Anuradhapura,Clean,0,0,0
47,0,83558.0,Colombo,Clean,0,1,0
33,9,0.0,Kandy,Clean,0,1,0
50,1,552129.0,Kalutara,Clean,0,1,0
31,2,0.0,Trincomalee,Clean,0,0,0
24,4,13015.0,Matale,Clean,0,0,0
41,0,90137.0,Ratnapura,Clean,0,0,0
28,2,48980.0,Nuwara Eliya,Clean,0,0,1
43,0,30604.0,Jaffna,Defaulted,1,1,1
43,1,0.0,Ampara,Clean,0,1,0
58,1,98325.0,Gampaha,Clean,0,1,0
18,0,0.0,Gampaha,Clean,1,1,1
47,1,0.0,Kurunegala,Clean,0,0,1
45,5,19073.0,Ampara,Clean,0,0,1
32,8,0.0,Trincomalee,Clean,0,1,0
26,2,46080.0,Kurunegala,Clean,0,0,1
30,2,38342.0,Gampaha,Clean,1,1,0
29,1,0.0,Gampaha,Clean,0,1,0
54,3,364438.0,Galle,Clean,0,0,0
29,8,0.0,Gampaha,Clean,0,0,1
19,1,6835.0,Gampaha,Clean,0,1,0
37,2,1889274.0,Moneragala,Clean,0,0,0
24,0,76921.0,Ampara,Defaulted,1,0,1
38,0,41301.0,Colombo,Clean,1,1,0
41,12,0.0,Gampaha,Clean,1,0,0
20,9,82882.0,Ampara,Clean,0,0,0
42,6,2078187.0,Matara,Clean,0,0,0
52,2,385881.0,Ratnapura,Clean,0,1,0
49,0,1495631.0,Colombo,Clean,0,1,0
48,0,0.0,Badulla,Clean,0,0,1
37,8,150910.0,Gampaha,Clean,1,0,0
43,5,40425.0,Colombo,Clean,0,1,0
33,3,3396394.0,Gampaha,Clean,0,1,0
29,1,628864.0,Puttalam,Clean,0,0,1
43,10,374712.0,Gampaha,Clean,0,1,0
47,1,0.0,Galle,Clean,0,0,1
46,5,14502.0,Batticaloa,Clean,0,1,0
28,7,0.0,Hambantota,Clean,0,0,0
33,0,823389.0,Gampaha,Clean,0,0,0
38,2,43935.0,Kalutara,Clean,0,0,0
23,0,15532.0,Kurunegala,Defaulted,0,0,1
25,4,10261.0,Puttalam,Clean,0,0,1
36,9,6681.0,Colombo,Clean,0,1,0
18,0,146742.0,Colombo,Clean,0,0,0
29,15,2079301.0,Nuwara Eliya,Clean,0,0,0
40,0,42527.0,Ampara,Clean,0,0,1
47,1,21950.0,Kandy,Clean,1,0,1
45,2,46127.0,Ratnapura,Defaulted,1,1,1
25,4,7206.0,Gampaha,Clean,0,0,0
59,1,467726.0,Gampaha,Defaulted,0,1,1
59,2,20864.0,Badulla,Clean,1,0,1
24,6,0.0,Colombo,Clean,1,0,1
39,1,20274.0,Moneragala,Clean,0,0,1
26,3,23881.0,Ampara,Clean,0,0,1
24,1,58438.0,Colombo,Clean,0,1,0
41,1,192152.0,Kurunegala,Clean,0,1,0
25,1,322455.0,Colombo,Clean,0,0,0
42,1,64934.0,Puttalam,Clean,0,0,0
34,5,82630.0,Kegalle,Clean,0,0,0
37,3,1865974.0,Colombo,Clean,0,1,0
43,4,0.0,Puttalam,Clean,0,0,1
26,0,0.0,Kegalle,Clean,0,0,0
46,21,125348.0,Gampaha,Clean,0,1,0
45,14,0.0,Polonnaruwa,Clean,0,0,1
63,1,1338394.0,Colombo,Clean,0,1,0
67,1,27153.0,Kalutara,Clean,0,1,0
44,1,0.0,Anuradhapura,Clean,0,1,1
18,0,349967.0,Matale,Clean,0,0,1
27,0,2454879.0,Colombo,Clean,0,1,0
33,5,0.0,Colombo,Clean,0,1,0
45,15,59204.0,Kalutara,Defaulted,1,1,0
24,0,185969.0,Kurunegala,Clean,0,0,1
39,1,995919.0,Ratnapura,Clean,0,0,0
49,2,15987.0,Ratnapura,Clean,0,0,1
40,1,18331.0,Kandy,Clean,1,0,0
18,7,14646.0,Gampaha,Clean,0,0,1
35,6,25477.0,Anuradhapura,Clean,0,0,0
25,1,196685.0,Hambantota,Clean,0,0,0
42,0,309128.0,Colombo,Clean,0,1,0
30,4,2360582.0,Batticaloa,Defaulted,1,1,0
43,10,1454.0,Gampaha,Defaulted,1,1,0
42,2,245393.0,Trincomalee,Clean,0,0,1
18,7,65585.0,Kalutara,Clean,0,0,0
51,0,2000099.0,Colombo,Defaulted,0,0,0
29,1,0.0,Gampaha,Clean,1,1,0
37,0,423080.0,Colombo,Clean,0,0,1
33,9,547826.0,Galle,Defaulted,0,1,0
34,1,361197.0,Colombo,Defaulted,0,1,1
34,7,13913.0,Polonnaruwa,Clean,0,0,1
44,2,122929.0,Mullaitivu,Defaulted,0,0,0
44,6,327128.0,Colombo,Clean,0,0,1
24,0,186515.0,Gampaha,Clean,0,1,1
50,0,18815.0,Hambantota,Clean,0,0,0
26,5,234586.0,Colombo,Clean,0,0,0
48,11,0.0,Kalutara,Clean,0,0,1
46,20,25838.0,Colombo,Clean,1,1,1
41,0,30955.0,Colombo,Clean,0,1,0
58,2,287801.0,Gampaha,Clean,0,0,0
63,0,70540.0,Kandy,Clean,0,1,0
31,7,31096.0,Gampaha,Clean,0,0,0
23,2,422963.0,Colombo,Clean,0,0,0
31,13,0.0,Gampaha,Clean,0,1,0
52,5,0.0,Gampaha,Clean,1,0,1
32,5,10247.0,Anuradhapura,Clean,0,0,0
37,0,82776.0,Matara,Clean,0,1,0
57,0,24672.0,Puttalam,Defaulted,0,0,1
18,3,0.0,Nuwara Eliya,Clean,0,0,0
47,5,0.0,Matara,Clean,0,0,0
47,1,1629550.0,Kurunegala,Clean,0,0,0
48,0,9294.0,Colombo,Clean,0,1,0
36,3,3247.0,Gampaha,Clean,0,1,0
46,1,19191.0,Puttalam,Clean,0,0,0
35,7,0.0,Puttalam,Clean,0,0,0
44,6,0.0,Kandy,Defaulted,1,0,1
46,0,27843.0,Galle,Clean,0,0,0
48,0,0.0,Kegalle,Clean,0,0,0
43,2,736320.0,Gampaha,Clean,0,1,0
27,4,574472.0,Gampaha,Clean,0,1,0
44,10,38245.0,Jaffna,Clean,0,1,0
25,0,81301.0,Gampaha,Clean,0,0,0
58,0,224422.0,Matara,Defaulted,0,1,0
54,2,353579.0,Ampara,Clean,0,1,0
20,9,0.0,Vavuniya,Clean,0,0,1
23,4,0.0,Gampaha,Clean,0,0,0
36,0,454423.0,Kurunegala,Clean,0,1,0
29,0,6471.0,Gampaha,Clean,0,1,1
54,3,0.0,Jaffna,Clean,1,0,1
58,0,288504.0,Gampaha,Clean,0,1,0
61,0,2570840.0,Matara,Clean,0,1,0
35,7,24082.0,Colombo,Clean,0,0,0
35,3,0.0,Kalutara,Defaulted,0,0,1
24,6,15722.0,Vavuniya,Clean,0,1,0
39,5,213104.0,Galle,Clean,0,0,1
57,8,436307.0,Gampaha,Clean,0,0,1
39,13,0.0,Colombo,Defaulted,1,1,1
54,4,0.0,Jaffna,Clean,0,1,0
40,2,111527.0,Gampaha,Clean,0,0,0
28,11,122651.0,Colombo,Clean,0,0,0
40,9,21859.0,Vavuniya,Clean,0,1,0
36,3,159306.0,Colombo,Clean,0,1,0
50,2,351104.0,Kalutara,Defaulted,1,0,1
32,9,20721.0,Batticaloa,Clean,0,0,0
39,3,1574.0,Polonnaruwa,Clean,1,0,1
34,5,88120.0,Matara,Clean,0,1,0
49,1,1417449.0,Kalutara,Clean,0,0,0
56,2,221057.0,Kalutara,Defaulted,1,1,1
48,2,152534.0,Gampaha,Clean,0,1,1
47,10,537269.0,Gampaha,Defaulted,1,1,0
27,8,578252.0,Gampaha,Clean,0,1,0
47,2,47003.0,Matara,Defaulted,1,1,1
49,3,395848.0,Batticaloa,Clean,1,0,0
20,5,3470.0,Mannar,Clean,0,0,1
45,6,557297.0,Galle,Clean,0,0,0
48,3,193639.0,Batticaloa,Clean,1,0,1
31,3,0.0,Ampara,Clean,0,0,1
56,23,148480.0,Kurunegala,Clean,0,1,0
35,2,160954.0,Badulla,Clean,0,0,1
32,3,1801757.0,Colombo,Clean,0,0,0
51,5,0.0,Badulla,Clean,0,1,1
21,5,532616.0,Colombo,Clean,0,1,0
29,17,1119.0,Kalutara,Clean,0,0,0
30,0,0.0,Anuradhapura,Clean,0,0,0
26,4,8655.0,Matara,Clean,0,0,1
41,7,26980.0,Gampaha,Clean,0,0,0
18,11,27645.0,Gampaha,Defaulted,0,0,1
49,3,20726.0,Colombo,Clean,0,1,0
72,1,61302.0,Kegalle,Clean,0,0,0
38,3,15136.0,Colombo,Clean,1,1,0
34,3,0.0,Ampara,Clean,0,0,0
19,10,637560.0,Colombo,Clean,0,1,0
43,0,0.0,Colombo,Clean,1,1,0
45,13,1951488.0,Gampaha,Clean,0,0,0
39,0,147957.0,Badulla,Clean,0,1,0
36,0,10250.0,Ratnapura,Clean,0,0,1
42,5,167357.0,Colombo,Clean,0,0,0
43,0,0.0,Colombo,Clean,1,0,1
47,0,89539.0,Gampaha,Clean,0,1,0
57,4,31533.0,Kegalle,Clean,0,1,0
30,2,453300.0,Matara,Clean,0,0,0
34,2,712921.0,Hambantota,Clean,0,1,0
41,1,124798.0,Colombo,Clean,0,0,0
25,4,314918.0,Ratnapura,Clean,0,1,0
35,2,59046.0,Ratnapura,Clean,0,1,0
36,4,0.0,Hambantota,Defaulted,0,0,1
24,4,24556.0,Batticaloa,Clean,1,0,0
53,9,202441.0,Galle,Clean,0,1,0
45,7,300242.0,Vavuniya,Clean,0,0,0
21,3,75508.0,Gampaha,Clean,0,1,0
42,1,0.0,Hambantota,Clean,0,0,0
30,0,137207.0,Colombo,Defaulted,0,1,0
52,3,185453.0,Colombo,Clean,1,0,1
38,0,24163.0,Puttalam,Clean,0,1,0
29,1,356964.0,Colombo,Clean,0,1,0
22,1,24606.0,Trincomalee,Clean,0,1,0
45,9,57049.0,Gampaha,Clean,1,1,0
34,18,19218.0,Colombo,Clean,1,1,1
28,4,353475.0,Colombo,Clean,0,0,0
34,5,33862.0,Gampaha,Clean,0,1,0
45,3,0.0,Gampaha,Defaulted,0,0,1
46,1,22574.0,Puttalam,Clean,0,1,1
18,0,55056.0,Badulla,Defaulted,0,0,1
20,22,37523.0,Kandy,Clean,0,0,1
31,0,16597.0,Kilinochchi,Clean,0,0,0
60,1,1013.0,Colombo,Clean,0,1,0
43,4,129736.0,Kandy,Clean,1,1,0
34,2,388699.0,Badulla,Clean,0,1,0
37,0,653622.0,Kurunegala,Defaulted,0,0,1
18,6,36870.0,Moneragala,Clean,0,1,1
55,10,708437.0,Colombo,Clean,0,1,0
47,0,373032.0,Gampaha,Clean,0,0,0
56,3,248114.0,Kurunegala,Clean,0,1,0
42,6,0.0,Mullaitivu,Defaulted,1,0,1
62,1,0.0,Trincomalee,Clean,0,0,1
31,9,0.0,Gampaha,Clean,1,0,0
35,16,44909.0,Colombo,Clean,0,0,0
46,2,36846.0,Nuwara Eliya,Clean,0,0,0
51,6,214234.0,Colombo,Clean,0,0,0
29,1,1167143.0,Gampaha,Defaulted,0,1,0
49,6,35005.0,Colombo,Clean,0,1,0
31,0,0.0,Badulla,Clean,1,1,1
25,0,447835.0,Gampaha,Clean,0,1,0
19,6,77446.0,Colombo,Clean,0,1,0
34,11,233316.0,Trincomalee,Clean,0,1,0
22,7,73674.0,Colombo,Clean,0,1,0
48,5,182156.0,Kurunegala,Clean,0,0,0
31,3,0.0,Gampaha,Clean,1,1,1
34,7,49234.0,Gampaha,Clean,0,1,0
66,2,21290.0,Gampaha,Clean,1,1,0
22,3,820768.0,Hambantota,Clean,0,0,0
29,1,82280.0,Jaffna,Clean,0,0,1
51,4,93257.0,Kegalle,Clean,1,0,1
32,10,132766.0,Ampara,Clean,0,0,0
69,5,2725.0,Colombo,Clean,0,1,1
46,0,58236.0,Kurunegala,Clean,0,0,1
29,0,109549.0,Kandy,Clean,1,1,0
38,1,1660164.0,Anuradhapura,Clean,0,1,1
32,6,67796.0,Ampara,Defaulted,1,0,1
41,5,0.0,Hambantota,Clean,0,0,1
32,1,33710.0,Colombo,Clean,0,1,0
38,0,52485.0,Mullaitivu,Defaulted,0,0,1
52,5,0.0,Trincomalee,Defaulted,1,0,1
18,10,46389.0,Ratnapura,Clean,0,0,0
18,1,42504.0,Kalutara,Clean,0,1,0
44,4,0.0,Colombo,Clean,0,1,1
52,0,455957.0,Kurunegala,Clean,0,1,0
47,1,623938.0,Kandy,Clean,0,0,1
43,2,110164.0,Ratnapura,Clean,0,0,1
43,3,807333.0,Colombo,Clean,0,1,0
41,0,38464.0,Ratnapura,Clean,0,1,0
38,5,0.0,Gampaha,Clean,1,1,1
40,7,1054519.0,Vavuniya,Clean,0,0,0
42,6,33766.0,Kalutara,Clean,1,1,0
35,4,671164.0,Matara,Clean,0,1,0
26,1,54163.0,Matale,Clean,0,1,0
44,2,14732.0,Colombo,Clean,0,0,0
29,1,33082.0,Anuradhapura,Defaulted,0,1,1
30,1,87202.0,Kandy,Clean,0,0,1
37,3,234611.0,Ratnapura,Defaulted,1,0,1
51,1,0.0,Jaffna,Clean,0,0,0
26,10,107127.0,Nuwara Eliya,Defaulted,0,0,1
27,4,10746.0,Kandy,Clean,0,1,0
30,4,19195.0,Jaffna,Clean,1,0,1
27,2,288875.0,Puttalam,Clean,0,0,0
32,1,32288.0,Kandy,Defaulted,0,0,1
18,7,990723.0,Colombo,Clean,0,1,0
25,0,952542.0,Colombo,Clean,0,0,0
45,1,44313.0,Batticaloa,Clean,0,0,0
47,6,208264.0,Colombo,Clean,0,1,0
26,3,27287.0,Kandy,Clean,0,0,0
34,5,35107.0,Galle,Clean,0,0,0
31,19,46234.0,Colombo,Clean,1,1,0
63,0,33283.0,Matara,Clean,1,0,1
58,0,16490.0,Ampara,Clean,0,0,0
34,0,103807.0,Colombo,Clean,1,0,0
54,0,5436.0,Nuwara Eliya,Clean,0,0,1
39,0,0.0,Badulla,Defaulted,1,0,1
38,1,31676.0,Kalutara,Clean,0,1,0
41,9,49755.0,Kalutara,Defaulted,1,0,1
54,2,0.0,Kalutara,Clean,0,0,1
46,4,1066997.0,Kandy,Clean,0,1,0
29,1,816869.0,Gampaha,Clean,0,1,0
27,2,0.0,Puttalam,Clean,0,1,0
45,9,0.0,Trincomalee,Clean,0,0,1
47,1,0.0,Gampaha,Defaulted,0,0,1
59,6,0.0,Puttalam,Clean,0,1,0
24,6,83816.0,Kegalle,Clean,0,1,0
38,3,128146.0,Colombo,Clean,0,0,0
47,2,0.0,Nuwara Eliya,Clean,1,0,1
46,12,2302310.0,Galle,Defaulted,1,1,0
28,7,24708.0,Trincomalee,Clean,0,1,0
62,1,117167.0,Gampaha,Clean,0,0,1
24,5,6473.0,Kurunegala,Clean,0,1,1
18,3,202694.0,Galle,Clean,0,1,0
27,2,49954.0,Colombo,Clean,0,1,0
33,1,129077.0,Kilinochchi,Clean,0,0,0
47,6,113237.0,Kandy,Defaulted,1,0,1
39,12,19723.0,Matale,Clean,0,1,0
28,0,0.0,Gampaha,Clean,0,1,0
52,0,0.0,Matara,Clean,0,1,1
27,16,18218.0,Kandy,Clean,0,0,0
18,1,0.0,Badulla,Clean,0,0,0
25,2,64524.0,Gampaha,Clean,0,0,0
44,5,34119.0,Kalutara,Clean,0,1,0
26,2,36398.0,Colombo,Clean,0,1,0
29,8,57528.0,Matale,Clean,0,0,0
39,0,13188.0,Mannar,Clean,1,0,1
31,3,4520.0,Kurunegala,Clean,0,1,0
18,1,69452.0,Colombo,Defaulted,0,1,1
30,1,83075.0,Matara,Clean,0,0,0
41,2,52254.0,Trincomalee,Clean,1,0,0
50,0,134456.0,Jaffna,Clean,0,1,0
28,9,3252.0,Colombo,Clean,0,1,0
63,0,0.0,Nuwara Eliya,Clean,0,0,0
34,7,115304.0,Kalutara,Clean,1,0,0
40,2,291352.0,Colombo,Clean,0,1,1
29,5,0.0,Kurunegala,Clean,1,0,1
61,1,204320.0,Colombo,Clean,0,1,0
31,14,15543.0,Batticaloa,Clean,0,0,0
38,5,0.0,Polonnaruwa,Clean,0,0,1
64,4,14317.0,Kurunegala,Clean,0,1,0
36,7,253555.0,Matara,Clean,1,1,0
39,3,0.0,Anuradhapura,Clean,0,0,1
54,0,1055173.0,Colombo,Clean,1,1,1
32,2,0.0,Matara,Clean,1,0,0
28,5,40354.0,Ratnapura,Clean,0,1,0
30,0,563775.0,Polonnaruwa,Defaulted,0,0,0
37,11,43552.0,Jaffna,Clean,0,0,0
42,8,3360.0,Moneragala,Defaulted,1,0,1
36,5,807477.0,Kurunegala,Clean,0,1,0
45,1,0.0,Hambantota,Clean,0,1,0
54,0,105776.0,Gampaha,Defaulted,1,0,1
31,1,1936306.0,Matara,Defaulted,0,1,0
26,0,67761.0,Gampaha,Clean,0,0,0
31,2,5598.0,Anuradhapura,Defaulted,1,1,1
49,17,0.0,Kurunegala,Defaulted,0,1,0
30,2,0.0,Gampaha,Defaulted,1,1,1
56,0,371130.0,Jaffna,Clean,1,0,1
46,0,119565.0,Gampaha,Defaulted,1,0,1
35,5,96496.0,Hambantota,Clean,0,0,0
28,2,23912.0,Kandy,Clean,1,1,0
41,0,102357.0,Gampaha,Clean,0,0,0
35,3,0.0,Jaffna,Clean,0,0,1
34,8,95586.0,Colombo,Clean,0,1,0
38,1,20797.0,Ampara,Clean,0,0,1
30,5,0.0,Puttalam,Clean,0,1,0
62,6,31479.0,Kalutara,Clean,0,0,0
37,1,0.0,Kalutara,Clean,0,0,0
45,3,2696491.0,Gampaha,Clean,0,0,1
23,6,684962.0,Hambantota,Clean,0,1,0
23,2,343580.0,Puttalam,Clean,0,0,1
49,5,0.0,Kandy,Defaulted,0,1,1
28,5,191302.0,Gampaha,Clean,0,0,0
37,1,29916.0,Jaffna,Clean,0,1,0
30,1,133024.0,Trincomalee,Clean,0,1,0
18,8,18640.0,Vavuniya,Clean,0,0,1
50,8,402157.0,Kurunegala,Clean,1,1,0
37,4,1070519.0,Hambantota,Clean,0,1,0
26,25,39240.0,Gampaha,Clean,0,1,0
41,2,12877.0,Colombo,Clean,0,1,1
50,0,1189410.0,Gampaha,Clean,0,1,0
47,6,89313.0,Colombo,Defaulted,0,1,1
58,2,63677.0,Colombo,Defaulted,1,1,1
54,2,356208.0,Galle,Clean,0,1,0
62,20,294821.0,Colombo,Clean,0,1,0
39,2,0.0,Colombo,Clean,1,1,0
18,1,61230.0,Anuradhapura,Clean,0,0,0
66,1,80484.0,Gampaha,Clean,0,1,0
61,1,0.0,Matale,Clean,1,0,0
21,4,1344698.0,Anuradhapura,Clean,0,0,0
42,3,70939.0,Polonnaruwa,Clean,0,0,1
23,0,0.0,Colombo,Clean,0,1,0
26,2,56316.0,Matara,Clean,0,0,0
22,1,16297.0,Kandy,Clean,1,0,1
41,19,0.0,Gampaha,Clean,0,1,0
22,1,0.0,Ratnapura,Clean,0,0,1
54,1,58192.0,Gampaha,Clean,0,1,0
43,0,266541.0,Jaffna,Clean,0,1,0
42,7,1030250.0,Kandy,Clean,0,0,0
21,1,54766.0,Matara,Defaulted,1,1,1
38,6,0.0,Batticaloa,Clean,0,1,0
27,7,817215.0,Colombo,Defaulted,0,1,0
46,9,4241524.0,Colombo,Clean,0,0,0
29,0,87870.0,Nuwara Eliya,Clean,0,0,1
38,3,0.0,Matara,Clean,0,0,0
29,3,0.0,Matara,Clean,0,0,1
34,2,258049.0,Colombo,Clean,0,1,0
35,13,81484.0,Colombo,Clean,1,0,0
62,5,98711.0,Gampaha,Clean,0,1,0
62,2,104812.0,Batticaloa,Clean,0,0,1
43,2,563414.0,Kandy,Clean,0,0,0
51,2,0.0,Hambantota,Clean,0,1,0
28,1,98995.0,Kurunegala,Clean,0,1,0
38,8,87077.0,Colombo,Clean,0,0,0
42,0,159933.0,Nuwara Eliya,Clean,0,0,0
59,7,2709.0,Polonnaruwa,Clean,0,0,0
39,11,0.0,Colombo,Clean,1,0,1
28,9,0.0,Colombo,Clean,0,1,1
40,1,556677.0,Colombo,Clean,0,1,0
44,4,171370.0,Kalutara,Clean,0,1,0
31,3,257364.0,Colombo,Clean,0,0,1
32,2,178362.0,Trincomalee,Defaulted,0,0,0
23,0,0.0,Kandy,Clean,0,1,0
18,1,2491679.0,Kalutara,Defaulted,0,1,1
47,0,0.0,Hambantota,Clean,0,0,0
18,4,0.0,Batticaloa,Defaulted,0,0,1
25,0,159606.0,Kalutara,Clean,0,0,1
18,2,6065.0,Kurunegala,Clean,0,1,1
52,3,31841.0,Kurunegala,Clean,0,0,0
43,3,1196.0,Badulla,Clean,0,0,0
23,6,87175.0,Gampaha,Clean,0,1,0
18,8,110712.0,Vavuniya,Clean,0,0,0
26,1,337668.0,Colombo,Clean,0,1,0
32,3,0.0,Nuwara Eliya,Clean,0,0,0
46,1,8491.0,Ampara,Clean,0,1,1
35,0,1912.0,Gampaha,Clean,1,1,0
35,7,46443.0,Ratnapura,Clean,0,0,0
33,5,0.0,Gampaha,Defaulted,0,0,1
23,3,238090.0,Kandy,Clean,0,0,0
19,15,0.0,Colombo,Clean,0,1,1
18,0,42400.0,Gampaha,Clean,0,1,0
32,1,399820.0,Kandy,Clean,0,0,0
30,1,9771.0,Colombo,Clean,0,1,0
44,4,726187.0,Galle,Clean,0,1,1
48,0,140048.0,Colombo,Clean,0,1,0
35,3,132958.0,Colombo,Clean,0,1,0
32,3,179592.0,Gampaha,Clean,0,1,0
30,4,712774.0,Kandy,Clean,0,0,0
38,4,0.0,Kalutara,Clean,1,0,1
51,10,0.0,Ampara,Clean,0,1,0
36,2,0.0,Badulla,Clean,0,0,1
38,1,391573.0,Kurunegala,Clean,0,0,1
18,0,74705.0,Hambantota,Clean,0,0,0
48,4,310537.0,Kegalle,Clean,0,1,0
33,3,142476.0,Kegalle,Clean,0,1,0
22,1,14073.0,Galle,Clean,0,1,0
43,9,67811.0,Gampaha,Clean,0,1,0
37,2,82560.0,Kandy,Clean,0,1,0
27,6,43302.0,Anuradhapura,Defaulted,1,0,1
24,4,20598.0,Ampara,Clean,0,0,0
32,5,1797718.0,Gampaha,Clean,0,1,0
27,8,145568.0,Polonnaruwa,Clean,0,0,0
26,1,50159.0,Colombo,Clean,0,1,1
27,3,35487.0,Gampaha,Clean,1,1,1
24,0,7992.0,Badulla,Clean,0,0,0
18,4,123762.0,Hambantota,Clean,0,1,0
30,7,0.0,Gampaha,Clean,1,1,1
25,1,0.0,Gampaha,Clean,0,1,0
36,3,19449.0,Badulla,Clean,0,1,0
45,5,166153.0,Jaffna,Clean,0,1,0
34,6,19808.0,Batticaloa,Clean,0,0,0
38,1,126590.0,Colombo,Clean,1,0,1
20,5,0.0,Kurunegala,Clean,0,0,1
35,0,0.0,Colombo,Clean,1,0,1
62,0,563166.0,Colombo,Clean,0,0,0
43,4,434609.0,Colombo,Clean,0,1,0
63,0,51526.0,Kurunegala,Clean,0,0,0
31,2,843300.0,Colombo,Clean,1,0,1
30,3,0.0,Gampaha,Clean,0,0,0
29,5,7028.0,Mullaitivu,Clean,0,1,0
32,5,33808.0,Kegalle,Clean,0,0,1
49,4,533000.0,Gampaha,Clean,0,1,0
35,17,9386.0,Hambantota,Clean,0,1,0
25,1,41912.0,Gampaha,Clean,1,0,1
31,0,0.0,Matara,Clean,0,0,0
35,0,20508.0,Gampaha,Clean,0,0,1
50,5,47653.0,Colombo,Defaulted,0,1,0
32,4,1126390.0,Kurunegala,Clean,0,1,0
44,11,68021.0,Gampaha,Clean,0,1,0
18,2,111435.0,Kurunegala,Defaulted,0,0,1
25,4,0.0,Kandy,Defaulted,0,1,1
27,13,89645.0,Gampaha,Clean,0,0,0
20,0,55922.0,Puttalam,Defaulted,0,0,1
42,2,0.0,Hambantota,Clean,0,0,1
34,0,28795.0,Polonnaruwa,Clean,0,0,0
62,4,38823.0,Kandy,Clean,0,0,0
48,5,0.0,Galle,Clean,0,0,0
58,3,53153.0,Kegalle,Clean,0,1,1
38,1,0.0,Anuradhapura,Clean,0,1,1
50,8,189286.0,Puttalam,Clean,0,0,0
37,3,166797.0,Hambantota,Defaulted,1,1,1
44,11,5165.0,Mannar,Clean,0,1,0
50,1,0.0,Colombo,Clean,0,0,0
27,6,49033.0,Kurunegala,Clean,0,1,0
44,8,111068.0,Polonnaruwa,Clean,0,0,0
38,1,102509.0,Gampaha,Defaulted,1,1,1
56,0,82662.0,Kegalle,Defaulted,0,0,1
24,16,132251.0,Colombo,Clean,0,1,0
34,0,164300.0,Kalutara,Clean,0,1,0
59,10,104329.0,Badulla,Clean,0,0,1
56,0,44656.0,Ratnapura,Clean,0,1,1
39,3,102596.0,Gampaha,Clean,0,0,0
38,6,0.0,Matara,Clean,1,0,0
51,3,11127.0,Badulla,Clean,0,0,0
49,2,49440.0,Matara,Clean,0,1,0
29,6,1129497.0,Kalutara,Clean,0,1,0
43,14,0.0,Badulla,Clean,1,1,1
58,5,21327.0,Kurunegala,Clean,0,1,0
28,1,0.0,Nuwara Eliya,Defaulted,1,0,1
59,13,25431.0,Trincomalee,Defaulted,1,0,1
45,1,194310.0,Galle,Clean,0,0,0
28,9,543815.0,Colombo,Clean,1,1,0
26,0,340454.0,Ampara,Clean,0,0,0
20,12,77754.0,Galle,Clean,0,1,0
54,5,0.0,Colombo,Clean,1,0,1
21,0,78121.0,Puttalam,Clean,0,0,0
71,2,1540.0,Ratnapura,Clean,0,0,1
37,1,5815.0,Vavuniya,Clean,0,0,1
39,8,382518.0,Matale,Clean,0,0,0
38,9,0.0,Anuradhapura,Clean,0,0,1
44,4,145361.0,Colombo,Clean,0,1,0
24,19,539292.0,Gampaha,Defaulted,1,1,0
52,6,49663.0,Galle,Clean,0,1,0
43,0,933078.0,Gampaha,Clean,0,1,0
34,5,136755.0,Vavuniya,Clean,0,0,0
